,lat,lon,Department,City,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,P/sqmtr
14039,6.34,-75.533,Antioquia,Bello,3.0,2.0,80.0,80.0,282000000.0,Apartamento,3525000.0
14040,4.807,-75.733,Risaralda,Pereira,3.0,2.0,96.0,96.0,200000000.0,Apartamento,2083333.0
14041,6.171,-75.592,Antioquia,Envigado,3.0,2.0,115.0,115.0,335000000.0,Apartamento,2913043.0
14042,6.146,-75.562,Antioquia,Envigado,3.0,2.0,97.0,97.0,400000000.0,Apartamento,4123711.0
14044,3.478,-76.499,Valle del Cauca,Cali,3.0,2.0,55.0,55.0,152000000.0,Apartamento,2763636.0
14045,3.377,-76.522,Valle del Cauca,Cali,3.0,2.0,80.0,80.0,250000000.0,Apartamento,3125000.0
14046,3.371,-76.519,Valle del Cauca,Cali,3.0,3.0,84.0,84.0,305000000.0,Apartamento,3630952.0
14047,3.381,-76.532,Valle del Cauca,Cali,4.0,3.0,96.0,96.0,250000000.0,Apartamento,2604166.0
14048,3.381,-76.532,Valle del Cauca,Cali,4.0,4.0,108.0,108.0,270000000.0,Apartamento,2500000.0
14049,3.4,-76.526,Valle del Cauca,Cali,3.0,2.0,91.0,91.0,295000000.0,Casa,3241758.0
14050,4.728,-74.046,Cundinamarca,Bogotá D.C,3.0,3.0,74.0,74.0,270000000.0,Apartamento,3648648.0
14051,4.723,-74.04,Cundinamarca,Bogotá D.C,3.0,3.0,94.0,94.0,610000000.0,Apartamento,6489361.0
14052,4.686,-74.026,Cundinamarca,Bogotá D.C,2.0,2.0,72.0,72.0,570000000.0,Apartamento,7916666.0
14054,4.691,-74.053,Cundinamarca,Bogotá D.C,1.0,2.0,56.0,56.0,355000000.0,Apartamento,6339285.0
14055,4.707,-74.031,Cundinamarca,Bogotá D.C,1.0,2.0,52.0,52.0,350000000.0,Apartamento,6730769.0
14056,4.692,-74.047,Cundinamarca,Bogotá D.C,4.0,3.0,146.0,146.0,778000000.0,Apartamento,5328767.0
14058,4.688,-74.049,Cundinamarca,Bogotá D.C,2.0,2.0,97.0,97.0,630000000.0,Apartamento,6494845.0
14060,4.648,-74.089,Cundinamarca,Bogotá D.C,4.0,4.0,168.0,194.0,820000000.0,Casa,4880952.0
14061,4.679,-74.053,Cundinamarca,Bogotá D.C,1.0,2.0,66.0,66.0,540000000.0,Apartamento,8181818.0
14062,4.679,-74.055,Cundinamarca,Bogotá D.C,2.0,3.0,93.0,93.0,670000000.0,Apartamento,7204301.0
14065,4.68,-74.04,Cundinamarca,Bogotá D.C,3.0,2.0,117.0,117.0,530000000.0,Apartamento,4529914.0
14066,4.679,-74.048,Cundinamarca,Bogotá D.C,1.0,2.0,57.0,57.0,450000000.0,Apartamento,7894736.0
14067,4.675,-74.056,Cundinamarca,Bogotá D.C,1.0,2.0,86.0,86.0,750000000.0,Apartamento,8720930.0
14069,4.639,-74.148,Cundinamarca,Bogotá D.C,3.0,2.0,82.0,82.0,300000000.0,Apartamento,3658536.0
14070,4.591,-74.115,Cundinamarca,Bogotá D.C,11.0,6.0,178.0,356.0,419900000.0,Casa,2358988.0
14071,6.325,-75.55,Antioquia,Bello,1.0,1.0,41.0,41.0,118000000.0,Apartamento,2878048.0
14072,6.086,-75.634,Antioquia,Caldas,1.0,1.0,43.0,43.0,135000000.0,Apartamento,3139534.0
14073,4.701,-74.031,Cundinamarca,Bogotá D.C,1.0,2.0,67.0,67.0,458000000.0,Apartamento,6835820.0
14074,4.701,-74.031,Cundinamarca,Bogotá D.C,1.0,2.0,67.0,67.0,458000000.0,Apartamento,6835820.0
14076,6.168,-75.585,Antioquia,Envigado,2.0,1.0,60.0,60.0,170000000.0,Casa,2833333.0
14078,3.367,-76.536,Valle del Cauca,Cali,2.0,2.0,85.0,85.0,480000000.0,Apartamento,5647058.0
14079,3.4,-76.534,Valle del Cauca,Cali,2.0,1.0,60.0,60.0,165000000.0,Apartamento,2750000.0
14080,6.34,-75.533,Antioquia,Bello,2.0,2.0,65.0,65.0,225000000.0,Apartamento,3461538.0
14081,6.34,-75.533,Antioquia,Bello,2.0,2.0,55.0,55.0,175000000.0,Apartamento,3181818.0
14082,6.335,-75.569,Antioquia,Bello,2.0,2.0,60.0,60.0,99000000.0,Apartamento,1650000.0
14083,6.33,-75.557,Antioquia,Bello,2.0,2.0,61.0,61.0,248000000.0,Apartamento,4065573.0
14084,6.173,-75.611,Antioquia,Itagui,2.0,2.0,63.0,63.0,280000000.0,Apartamento,4444444.0
14085,6.173,-75.611,Antioquia,Itagui,2.0,2.0,63.0,63.0,239000000.0,Apartamento,3793650.0
14086,6.162,-75.573,Antioquia,Envigado,2.0,2.0,87.0,87.0,350000000.0,Apartamento,4022988.0
14087,6.142,-75.61,Antioquia,Sabaneta,2.0,2.0,57.0,57.0,280000000.0,Apartamento,4912280.0
14088,6.153,-75.611,Antioquia,Sabaneta,2.0,2.0,80.0,80.0,315000000.0,Apartamento,3937500.0
14089,4.706,-74.04,Cundinamarca,Bogotá D.C,2.0,3.0,107.0,107.0,855000000.0,Apartamento,7990654.0
14093,3.395,-76.535,Valle del Cauca,Cali,3.0,3.0,93.0,93.0,360000000.0,Casa,3870967.0
14094,3.523,-76.711,Valle del Cauca,Dagua,3.0,3.0,615.0,210.0,170000000.0,Casa,276422.0
14095,6.033,-75.421,Antioquia,La Ceja,3.0,2.0,105.0,105.0,225000000.0,Casa,2142857.0
14096,3.262,-76.54,Valle del Cauca,Jamundí,3.0,4.0,520.0,170.0,700000000.0,Casa,1346153.0
14097,4.755,-75.9,Valle del Cauca,Jamundí,3.0,4.0,551.0,260.0,700000000.0,Casa,1270417.0
14099,4.327,-74.41,Cundinamarca,Fusagasugá,3.0,3.0,113.0,180.0,390000000.0,Casa,3451327.0
14100,3.428,-76.549,Valle del Cauca,Cali,3.0,2.0,95.0,95.0,280000000.0,Apartamento,2947368.0
14101,3.45,-76.546,Valle del Cauca,Cali,3.0,4.0,250.0,250.0,480000000.0,Apartamento,1920000.0
14102,3.365,-76.541,Valle del Cauca,Cali,3.0,3.0,185.0,185.0,650000000.0,Apartamento,3513513.0
14103,3.254,-76.553,Valle del Cauca,Cali,3.0,2.0,57.0,57.0,155000000.0,Apartamento,2719298.0
14104,3.888,-77.077,Valle del Cauca,Cali,3.0,2.0,54.0,54.0,155000000.0,Apartamento,2870370.0
14105,3.482,-76.524,Valle del Cauca,Cali,3.0,2.0,86.0,86.0,240000000.0,Apartamento,2790697.0
14106,6.34,-75.533,Antioquia,Bello,3.0,2.0,71.0,71.0,255000000.0,Apartamento,3591549.0
14107,6.34,-75.564,Antioquia,Bello,3.0,2.0,92.0,92.0,160000000.0,Apartamento,1739130.0
14108,6.34,-75.533,Antioquia,Bello,3.0,2.0,77.0,77.0,255000000.0,Apartamento,3311688.0
14109,6.328,-75.562,Antioquia,Bello,3.0,2.0,53.0,53.0,158000000.0,Apartamento,2981132.0
14110,6.336,-75.551,Antioquia,Bello,3.0,2.0,65.0,65.0,255000000.0,Apartamento,3923076.0
14111,6.35,-75.557,Antioquia,Bello,3.0,2.0,48.0,48.0,140000000.0,Apartamento,2916666.0
14112,6.346,-75.529,Antioquia,Bello,3.0,2.0,56.0,56.0,160000000.0,Apartamento,2857142.0
14113,6.34,-75.533,Antioquia,Bello,3.0,2.0,92.0,92.0,349900000.0,Apartamento,3803260.0
14114,6.173,-75.611,Antioquia,Itagui,3.0,2.0,65.0,65.0,262000000.0,Apartamento,4030769.0
14115,6.169,-75.589,Antioquia,Envigado,3.0,2.0,93.0,93.0,350000000.0,Apartamento,3763440.0
14116,6.174,-75.588,Antioquia,Envigado,3.0,5.0,165.0,165.0,615000000.0,Apartamento,3727272.0
14117,6.164,-75.602,Antioquia,Envigado,3.0,2.0,78.0,78.0,285000000.0,Apartamento,3653846.0
14118,6.163,-75.579,Antioquia,Envigado,3.0,4.0,122.0,122.0,510000000.0,Apartamento,4180327.0
14119,6.166,-75.586,Antioquia,Envigado,3.0,3.0,134.0,134.0,450000000.0,Apartamento,3358208.0
14120,6.15,-75.577,Antioquia,Envigado,3.0,2.0,125.0,125.0,320000000.0,Apartamento,2560000.0
14121,6.143,-75.619,Antioquia,Sabaneta,3.0,2.0,68.0,68.0,280000000.0,Apartamento,4117647.0
14122,6.219,-75.603,Antioquia,Medellín,3.0,3.0,159.0,118.0,460000000.0,Apartamento,2893081.0
14123,6.243,-75.604,Antioquia,Medellín,3.0,2.0,117.0,117.0,550000000.0,Apartamento,4700854.0
14124,6.182,-75.574,Antioquia,Medellín,3.0,2.0,123.0,123.0,460000000.0,Apartamento,3739837.0
14125,11.005,-74.806,Atlántico,Barranquilla,3.0,2.0,120.0,120.0,420000000.0,Apartamento,3500000.0
14126,11.005,-74.806,Atlántico,Barranquilla,3.0,2.0,120.0,120.0,420000000.0,Apartamento,3500000.0
14127,10.992,-74.812,Atlántico,Barranquilla,3.0,2.0,70.0,70.0,250000000.0,Apartamento,3571428.0
14128,7.072,-73.859,Santander,Barrancabermeja,3.0,2.0,201.0,201.0,240000000.0,Apartamento,1194029.0
14132,4.703,-74.039,Cundinamarca,Bogotá D.C,3.0,3.0,140.0,140.0,880000000.0,Apartamento,6285714.0
14133,4.725,-74.047,Cundinamarca,Bogotá D.C,3.0,2.0,72.0,72.0,330000000.0,Apartamento,4583333.0
14134,4.717,-74.03,Cundinamarca,Bogotá D.C,3.0,4.0,172.0,172.0,845000000.0,Apartamento,4912790.0
14136,4.645,-74.057,Cundinamarca,Bogotá D.C,3.0,2.0,107.0,107.0,450000000.0,Casa,4205607.0
14137,6.349,-75.563,Antioquia,Bello,4.0,3.0,118.0,118.0,432000000.0,Casa,3661016.0
14138,5.748,-73.002,Boyacá,Tibasosa,4.0,4.0,442.0,248.0,700000000.0,Casa,1583710.0
14139,6.181,-75.568,Antioquia,Medellín,4.0,5.0,220.0,220.0,650000000.0,Casa,2954545.0
14140,3.371,-76.541,Valle del Cauca,Cali,4.0,5.0,328.0,174.0,870000000.0,Apartamento,2652439.0
14141,6.314,-75.566,Antioquia,Bello,4.0,2.0,107.0,107.0,290000000.0,Apartamento,2710280.0
14142,6.169,-75.589,Antioquia,Envigado,4.0,3.0,140.0,113.0,360000000.0,Apartamento,2571428.0
14143,6.166,-75.589,Antioquia,Envigado,4.0,5.0,161.0,146.0,670000000.0,Apartamento,4161490.0
14144,6.184,-75.58,Antioquia,Envigado,4.0,2.0,108.0,108.0,430000000.0,Apartamento,3981481.0
14145,6.188,-75.579,Antioquia,Medellín,4.0,3.0,135.0,135.0,710000000.0,Apartamento,5259259.0
14146,6.185,-75.568,Antioquia,Medellín,4.0,3.0,158.0,158.0,510000000.0,Apartamento,3227848.0
14148,4.684,-74.056,Cundinamarca,Bogotá D.C,4.0,4.0,140.0,140.0,800000000.0,Apartamento,5714285.0
14150,4.737,-74.045,Cundinamarca,Bogotá D.C,6.0,4.0,230.0,348.0,950000000.0,Casa,4130434.0
14151,6.34,-75.533,Antioquia,Bello,4.0,1.0,125.0,125.0,210000000.0,Casa,1680000.0
14152,6.347,-75.532,Antioquia,Bello,3.0,1.0,56.0,56.0,166000000.0,Apartamento,2964285.0
14153,6.352,-75.567,Antioquia,Bello,3.0,1.0,60.0,60.0,120000000.0,Apartamento,2000000.0
14154,6.347,-75.532,Antioquia,Bello,2.0,1.0,46.0,46.0,145000000.0,Apartamento,3152173.0
14155,6.34,-75.559,Antioquia,Bello,3.0,2.0,97.0,97.0,225000000.0,Casa,2319587.0
14156,6.34,-75.548,Antioquia,Bello,5.0,2.0,108.0,108.0,220000000.0,Casa,2037037.0
14157,6.34,-75.559,Antioquia,Bello,3.0,2.0,98.0,98.0,415000000.0,Casa,4234693.0
14158,6.34,-75.533,Antioquia,Bello,3.0,2.0,60.0,60.0,155000000.0,Casa,2583333.0
14159,6.34,-75.559,Antioquia,Bello,3.0,2.0,69.0,69.0,220000000.0,Casa,3188405.0
14160,4.801,-75.699,Risaralda,Pereira,4.0,2.0,146.0,146.0,300000000.0,Casa,2054794.0
14161,6.321,-75.561,Antioquia,Bello,3.0,2.0,63.0,63.0,170000000.0,Apartamento,2698412.0
14162,6.319,-75.56,Antioquia,Bello,3.0,2.0,75.0,75.0,255000000.0,Apartamento,3400000.0
14163,6.34,-75.559,Antioquia,Bello,2.0,2.0,54.0,54.0,195000000.0,Apartamento,3611111.0
14164,6.318,-75.557,Antioquia,Bello,3.0,2.0,65.0,65.0,210000000.0,Apartamento,3230769.0
14165,6.316,-75.557,Antioquia,Bello,3.0,2.0,74.0,74.0,240000000.0,Apartamento,3243243.0
14166,6.34,-75.559,Antioquia,Bello,3.0,2.0,55.0,55.0,155000000.0,Apartamento,2818181.0
14167,6.345,-75.539,Antioquia,Bello,3.0,2.0,54.0,54.0,165000000.0,Apartamento,3055555.0
14168,6.314,-75.571,Antioquia,Bello,3.0,2.0,74.0,74.0,240000000.0,Apartamento,3243243.0
14169,6.34,-75.533,Antioquia,Bello,3.0,2.0,92.0,92.0,320000000.0,Apartamento,3478260.0
14170,6.34,-75.533,Antioquia,Bello,2.0,2.0,57.0,57.0,188000000.0,Apartamento,3298245.0
14171,6.337,-75.559,Antioquia,Bello,3.0,2.0,64.0,64.0,230000000.0,Apartamento,3593750.0
14172,6.345,-75.539,Antioquia,Bello,3.0,2.0,54.0,54.0,175000000.0,Apartamento,3240740.0
14173,6.339,-75.54,Antioquia,Bello,3.0,2.0,77.0,77.0,245000000.0,Apartamento,3181818.0
14174,6.16,-75.597,Antioquia,Envigado,3.0,2.0,65.0,65.0,320000000.0,Apartamento,4923076.0
14175,6.157,-75.598,Antioquia,Envigado,3.0,2.0,74.0,74.0,345000000.0,Apartamento,4662162.0
14176,6.163,-75.591,Antioquia,Envigado,3.0,2.0,73.0,73.0,275000000.0,Apartamento,3767123.0
14177,6.157,-75.598,Antioquia,Envigado,3.0,2.0,57.0,57.0,234000000.0,Apartamento,4105263.0
14178,6.157,-75.598,Antioquia,Envigado,3.0,2.0,87.0,87.0,385000000.0,Apartamento,4425287.0
14179,6.154,-75.577,Antioquia,Envigado,2.0,2.0,65.0,65.0,295000000.0,Apartamento,4538461.0
14180,6.157,-75.598,Antioquia,Envigado,3.0,2.0,60.0,60.0,237000000.0,Apartamento,3950000.0
14181,5.026,-74.003,Cundinamarca,Zipaquirá,3.0,2.0,93.0,93.0,260000000.0,Apartamento,2795698.0
14182,4.745,-74.058,Cundinamarca,Bogotá D.C,3.0,2.0,66.0,66.0,286000000.0,Apartamento,4333333.0
14183,4.75,-74.057,Cundinamarca,Bogotá D.C,3.0,2.0,75.0,75.0,350000000.0,Apartamento,4666666.0
14184,4.745,-74.099,Cundinamarca,Bogotá D.C,2.0,2.0,50.0,50.0,177000000.0,Apartamento,3540000.0
14185,6.133,-75.635,Antioquia,La Estrella,2.0,2.0,54.0,54.0,187000000.0,Apartamento,3462962.0
14188,3.464,-76.535,Valle del Cauca,Cali,3.0,3.0,162.0,162.0,730000000.0,Apartamento,4506172.0
14189,6.32,-75.559,Antioquia,Bello,3.0,3.0,152.0,152.0,340000000.0,Apartamento,2236842.0
14190,6.332,-75.537,Antioquia,Bello,2.0,3.0,57.0,57.0,149000000.0,Apartamento,2614035.0
14191,6.321,-75.557,Antioquia,Bello,3.0,3.0,99.0,99.0,420000000.0,Apartamento,4242424.0
14192,6.166,-75.58,Antioquia,Envigado,4.0,3.0,138.0,138.0,450000000.0,Apartamento,3260869.0
14193,6.166,-75.582,Antioquia,Envigado,4.0,3.0,170.0,170.0,600000000.0,Apartamento,3529411.0
14195,11.009,-74.835,Atlántico,Barranquilla,2.0,3.0,80.0,80.0,340000000.0,Apartamento,4250000.0
14196,11.007,-74.812,Atlántico,Barranquilla,2.0,3.0,162.0,162.0,720000000.0,Apartamento,4444444.0
14197,3.332,-76.531,Valle del Cauca,Cali,4.0,4.0,870.0,275.0,730000000.0,Casa,839080.0
14198,3.35,-76.547,Valle del Cauca,Cali,4.0,4.0,250.0,250.0,700000000.0,Casa,2800000.0
14199,3.407,-76.575,Valle del Cauca,Cali,4.0,5.0,1800.0,310.0,330000000.0,Casa,183333.0
14202,3.461,-76.528,Valle del Cauca,Cali,4.0,5.0,243.0,173.0,600000000.0,Apartamento,2469135.0
14203,3.336,-76.527,Valle del Cauca,Cali,6.0,7.0,231.0,231.0,650000000.0,Casa,2813852.0
14208,4.67,-74.13,Cundinamarca,Bogotá D.C,3.0,2.0,89.0,89.0,418000000.0,Apartamento,4696629.0
14209,3.438,-76.542,Valle del Cauca,Cali,11.0,8.0,162.0,390.0,650000000.0,Casa,4012345.0
14210,3.383,-76.515,Valle del Cauca,Cali,3.0,3.0,90.0,175.0,360000000.0,Casa,4000000.0
14211,3.342,-76.548,Valle del Cauca,Cali,3.0,5.0,127.0,127.0,600000000.0,Apartamento,4724409.0
14212,3.385,-76.517,Valle del Cauca,Cali,3.0,2.0,58.0,58.0,143000000.0,Apartamento,2465517.0
14213,6.226,-75.591,Antioquia,Medellín,3.0,2.0,87.0,87.0,400000000.0,Apartamento,4597701.0
14215,3.422,-76.529,Valle del Cauca,Cali,10.0,3.0,140.0,280.0,360000000.0,Casa,2571428.0
14216,3.45,-76.535,Valle del Cauca,Cali,7.0,5.0,180.0,380.0,450000000.0,Casa,2500000.0
14217,4.817,-75.713,Risaralda,Pereira,11.0,6.0,90.0,300.0,450000000.0,Casa,5000000.0
14218,10.998,-74.808,Atlántico,Barranquilla,1.0,1.0,44.0,44.0,120000000.0,Apartamento,2727272.0
14219,3.468,-76.521,Valle del Cauca,Cali,2.0,2.0,72.0,72.0,217000000.0,Apartamento,3013888.0
14220,3.474,-76.522,Valle del Cauca,Cali,2.0,2.0,63.0,63.0,180000000.0,Apartamento,2857142.0
14221,4.277,-74.759,Cundinamarca,Girardot,2.0,2.0,55.0,55.0,160000000.0,Apartamento,2909090.0
14222,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,80.0,80.0,302480000.0,Apartamento,3781000.0
14223,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,54.0,54.0,205200000.0,Apartamento,3800000.0
14224,11.01,-74.837,Atlántico,Barranquilla,2.0,3.0,120.0,120.0,630000000.0,Apartamento,5250000.0
14225,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,79.0,79.0,300390000.0,Apartamento,3802405.0
14226,10.997,-74.807,Atlántico,Barranquilla,2.0,2.0,64.0,64.0,215000000.0,Apartamento,3359375.0
14227,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,100.0,100.0,380000000.0,Apartamento,3800000.0
14228,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,68.0,68.0,258400000.0,Apartamento,3800000.0
14229,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,69.0,69.0,263378000.0,Apartamento,3817072.0
14230,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,122.0,122.0,463600000.0,Apartamento,3800000.0
14231,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,73.0,73.0,278920000.0,Apartamento,3820821.0
14232,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,78.0,78.0,296020000.0,Apartamento,3795128.0
14233,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,110.0,110.0,418000000.0,Apartamento,3800000.0
14234,11.016,-74.812,Atlántico,Barranquilla,2.0,2.0,54.0,54.0,203528000.0,Apartamento,3769037.0
14235,3.396,-76.529,Valle del Cauca,Cali,3.0,3.0,77.0,231.0,235000000.0,Casa,3051948.0
14236,3.402,-76.507,Valle del Cauca,Cali,3.0,2.0,90.0,90.0,126000000.0,Casa,1400000.0
14237,4.921,-74.025,Cundinamarca,Cajicá,3.0,3.0,255.0,139.0,749000000.0,Casa,2937254.0
14238,4.921,-74.025,Cundinamarca,Cajicá,3.0,4.0,515.0,208.0,800000000.0,Casa,1553398.0
14239,6.025,-75.435,Antioquia,La Ceja,3.0,2.0,98.0,98.0,280000000.0,Casa,2857142.0
14242,4.318,-74.807,Cundinamarca,Girardot,3.0,3.0,100.0,100.0,265000000.0,Casa,2650000.0
14243,3.269,-76.534,Valle del Cauca,Jamundí,3.0,4.0,1500.0,410.0,780000000.0,Casa,520000.0
14245,3.476,-76.501,Valle del Cauca,Cali,3.0,1.0,58.0,58.0,113000000.0,Apartamento,1948275.0
14246,3.454,-76.536,Valle del Cauca,Cali,3.0,2.0,121.0,121.0,240000000.0,Apartamento,1983471.0
14247,3.411,-76.542,Valle del Cauca,Cali,3.0,2.0,65.0,65.0,165000000.0,Apartamento,2538461.0
14248,3.487,-76.492,Valle del Cauca,Cali,3.0,1.0,62.0,62.0,68000000.0,Apartamento,1096774.0
14249,3.4,-76.528,Valle del Cauca,Cali,3.0,1.0,58.0,58.0,132000000.0,Apartamento,2275862.0
14250,3.476,-76.505,Valle del Cauca,Cali,3.0,2.0,57.0,57.0,125000000.0,Apartamento,2192982.0
14251,3.476,-76.501,Valle del Cauca,Cali,3.0,1.0,58.0,58.0,105000000.0,Apartamento,1810344.0
14252,3.378,-76.545,Valle del Cauca,Cali,3.0,2.0,72.0,72.0,196000000.0,Apartamento,2722222.0
14253,4.521,-75.7,Quindío,Armenia,3.0,2.0,60.0,60.0,95000000.0,Apartamento,1583333.0
14254,4.805,-75.694,Risaralda,Pereira,3.0,2.0,130.0,130.0,350000000.0,Apartamento,2692307.0
14255,4.798,-75.69,Risaralda,Pereira,3.0,2.0,106.0,106.0,360000000.0,Apartamento,3396226.0
14256,6.168,-75.576,Antioquia,Envigado,3.0,3.0,89.0,89.0,435000000.0,Apartamento,4887640.0
14257,7.088,-73.117,Santander,Bucaramanga,3.0,2.0,69.0,69.0,175000000.0,Apartamento,2536231.0
14258,7.123,-73.109,Santander,Bucaramanga,3.0,2.0,94.0,94.0,325000000.0,Apartamento,3457446.0
14259,11.009,-74.835,Atlántico,Barranquilla,3.0,2.0,123.0,123.0,480000000.0,Apartamento,3902439.0
14260,11.012,-74.808,Atlántico,Barranquilla,3.0,2.0,135.0,135.0,550000000.0,Apartamento,4074074.0
14261,11.014,-74.829,Atlántico,Barranquilla,3.0,5.0,225.0,225.0,900000000.0,Apartamento,4000000.0
14262,11.007,-74.819,Atlántico,Barranquilla,3.0,4.0,150.0,150.0,490000000.0,Apartamento,3266666.0
14263,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,99.0,99.0,376200000.0,Apartamento,3800000.0
14264,11.004,-74.809,Atlántico,Barranquilla,3.0,2.0,150.0,150.0,380000000.0,Apartamento,2533333.0
14265,11.005,-74.806,Atlántico,Barranquilla,3.0,3.0,135.0,135.0,445000000.0,Apartamento,3296296.0
14266,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,160.0,160.0,608000000.0,Apartamento,3800000.0
14267,11.026,-74.862,Atlántico,Barranquilla,3.0,2.0,99.0,92.0,321100000.0,Apartamento,3243434.0
14268,11.003,-74.805,Atlántico,Barranquilla,3.0,4.0,159.0,159.0,340000000.0,Apartamento,2138364.0
14269,11.01,-74.799,Atlántico,Barranquilla,3.0,3.0,99.0,99.0,340000000.0,Apartamento,3434343.0
14270,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,104.0,104.0,394820000.0,Apartamento,3796346.0
14271,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,109.0,109.0,415530000.0,Apartamento,3812201.0
14272,11.017,-74.819,Atlántico,Barranquilla,3.0,3.0,156.0,156.0,300000000.0,Apartamento,1923076.0
14273,11.017,-74.819,Atlántico,Barranquilla,3.0,3.0,156.0,156.0,300000000.0,Apartamento,1923076.0
14274,10.989,-74.798,Atlántico,Barranquilla,3.0,2.0,90.0,90.0,245000000.0,Apartamento,2722222.0
14275,11.016,-74.812,Atlántico,Barranquilla,3.0,3.0,151.0,151.0,575130000.0,Apartamento,3808807.0
14276,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,101.0,101.0,383800000.0,Apartamento,3800000.0
14277,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,172.0,172.0,653600000.0,Apartamento,3800000.0
14278,11.006,-74.816,Atlántico,Barranquilla,3.0,3.0,132.0,132.0,621000000.0,Apartamento,4704545.0
14279,11.016,-74.812,Atlántico,Barranquilla,3.0,3.0,120.0,120.0,456000000.0,Apartamento,3800000.0
14280,11.016,-74.812,Atlántico,Barranquilla,3.0,2.0,103.0,103.0,392882000.0,Apartamento,3814388.0
14281,4.884,-74.045,Cundinamarca,Chía,4.0,5.0,181.0,181.0,570000000.0,Casa,3149171.0
14283,11.014,-74.838,Atlántico,Barranquilla,4.0,5.0,353.0,239.0,800000000.0,Casa,2266288.0
14284,11.002,-74.831,Atlántico,Barranquilla,4.0,3.0,490.0,490.0,980000000.0,Casa,2000000.0
14285,3.399,-76.534,Valle del Cauca,Cali,5.0,3.0,138.0,230.0,380000000.0,Casa,2753623.0
14288,10.999,-74.795,Atlántico,Barranquilla,5.0,2.0,249.0,249.0,900000000.0,Casa,3614457.0
14289,3.366,-76.521,Valle del Cauca,Cali,3.0,3.0,120.0,220.0,360000000.0,Casa,3000000.0
14290,3.37,-76.515,Valle del Cauca,Cali,3.0,2.0,72.0,72.0,260000000.0,Apartamento,3611111.0
14291,3.367,-76.517,Valle del Cauca,Cali,3.0,3.0,107.0,107.0,385000000.0,Apartamento,3598130.0
14292,3.367,-76.517,Valle del Cauca,Cali,3.0,3.0,107.0,107.0,395000000.0,Apartamento,3691588.0
14293,6.232,-75.593,Antioquia,Medellín,3.0,3.0,160.0,160.0,500000000.0,Casa,3125000.0
14294,6.243,-75.598,Antioquia,Medellín,3.0,4.0,245.0,245.0,680000000.0,Apartamento,2775510.0
14295,6.26,-75.594,Antioquia,Medellín,3.0,2.0,87.0,87.0,390000000.0,Apartamento,4482758.0
14296,6.26,-75.594,Antioquia,Medellín,3.0,2.0,90.0,90.0,410000000.0,Apartamento,4555555.0
14297,6.26,-75.594,Antioquia,Medellín,3.0,2.0,87.0,87.0,400000000.0,Apartamento,4597701.0
14298,4.576,-74.113,Cundinamarca,Bogotá D.C,2.0,1.0,27.0,55.0,149900000.0,Casa,5551851.0
14299,4.705,-74.028,Cundinamarca,Bogotá D.C,1.0,2.0,65.0,65.0,390000000.0,Apartamento,6000000.0
14300,4.708,-74.031,Cundinamarca,Bogotá D.C,1.0,1.0,48.0,48.0,290000000.0,Apartamento,6041666.0
14301,4.721,-74.039,Cundinamarca,Bogotá D.C,2.0,2.0,61.0,61.0,290000000.0,Apartamento,4754098.0
14302,4.722,-74.032,Cundinamarca,Bogotá D.C,2.0,2.0,67.0,67.0,410000000.0,Apartamento,6119402.0
14303,4.718,-74.035,Cundinamarca,Bogotá D.C,2.0,2.0,66.0,66.0,358000000.0,Apartamento,5424242.0
14304,4.724,-74.035,Cundinamarca,Bogotá D.C,3.0,4.0,140.0,138.0,850000000.0,Casa,6071428.0
14305,4.732,-74.039,Cundinamarca,Bogotá D.C,3.0,2.0,103.0,103.0,465000000.0,Apartamento,4514563.0
14306,4.731,-74.047,Cundinamarca,Bogotá D.C,3.0,2.0,113.0,113.0,480000000.0,Apartamento,4247787.0
14307,4.705,-74.026,Cundinamarca,Bogotá D.C,3.0,3.0,131.0,131.0,560000000.0,Apartamento,4274809.0
14310,6.256,-75.601,Antioquia,Medellín,1.0,1.0,47.0,47.0,172000000.0,Apartamento,3659574.0
14311,6.229,-75.563,Antioquia,Medellín,3.0,2.0,57.0,57.0,220000000.0,Apartamento,3859649.0
14312,4.672,-74.047,Cundinamarca,Bogotá D.C,1.0,2.0,60.0,54.0,400000000.0,Apartamento,6666666.0
14313,4.644,-74.062,Cundinamarca,Bogotá D.C,1.0,1.0,38.0,38.0,273000000.0,Apartamento,7184210.0
