,lat,lon,Department,City,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,P/sqmtr
5229,3.439,-76.543,Valle del Cauca,Cali,3.0,4.0,130.0,130.0,290000000.0,Apartamento,2230769.0
5230,4.743,-74.058,Cundinamarca,Bogotá D.C,3.0,2.0,85.0,85.0,295000000.0,Apartamento,3470588.0
5232,6.189,-75.645,Antioquia,Medellín,2.0,2.0,57.0,57.0,139000000.0,Apartamento,2438596.0
5234,6.255,-75.55,Antioquia,Medellín,3.0,2.0,79.0,79.0,395000000.0,Apartamento,5000000.0
5235,3.453,-76.544,Valle del Cauca,Cali,2.0,2.0,97.0,97.0,380000000.0,Apartamento,3917525.0
5236,4.921,-74.025,Cundinamarca,Cajicá,3.0,4.0,598.0,233.0,920000000.0,Casa,1538461.0
5237,4.806,-75.709,Risaralda,Pereira,3.0,3.0,163.0,163.0,600000000.0,Casa,3680981.0
5239,3.476,-76.501,Valle del Cauca,Cali,3.0,1.0,58.0,58.0,109000000.0,Apartamento,1879310.0
5240,3.618,-76.423,Valle del Cauca,Cali,3.0,1.0,60.0,60.0,112000000.0,Apartamento,1866666.0
5241,3.42,-76.551,Valle del Cauca,Cali,3.0,2.0,80.0,152.0,320000000.0,Apartamento,4000000.0
5242,4.812,-75.71,Risaralda,Pereira,3.0,3.0,112.0,112.0,310000000.0,Apartamento,2767857.0
5243,6.157,-75.598,Antioquia,Envigado,3.0,2.0,63.0,63.0,250000000.0,Apartamento,3968253.0
5244,6.157,-75.579,Antioquia,Envigado,3.0,2.0,76.0,76.0,350000000.0,Apartamento,4605263.0
5246,4.454,-75.145,Tolima,Ibagué,5.0,3.0,60.0,200.0,220000000.0,Casa,3666666.0
5247,3.377,-76.524,Valle del Cauca,Cali,3.0,2.0,86.0,86.0,295000000.0,Apartamento,3430232.0
5249,6.209,-75.566,Antioquia,Medellín,2.0,2.0,100.0,100.0,310000000.0,Apartamento,3100000.0
5251,4.703,-74.05,Cundinamarca,Bogotá D.C,1.0,2.0,58.0,58.0,430000000.0,Apartamento,7413793.0
5252,4.699,-74.047,Cundinamarca,Bogotá D.C,1.0,2.0,56.0,56.0,415000000.0,Apartamento,7410714.0
5253,4.69,-74.044,Cundinamarca,Bogotá D.C,2.0,2.0,108.0,108.0,650000000.0,Apartamento,6018518.0
5254,4.709,-74.049,Cundinamarca,Bogotá D.C,2.0,2.0,79.0,79.0,498000000.0,Apartamento,6303797.0
5258,6.264,-75.603,Antioquia,Medellín,3.0,2.0,69.0,69.0,320000000.0,Apartamento,4637681.0
5261,4.663,-74.05,Cundinamarca,Bogotá D.C,3.0,3.0,112.0,110.0,800000000.0,Apartamento,7142857.0
5264,4.74,-74.059,Cundinamarca,Bogotá D.C,2.0,2.0,62.0,62.0,349000000.0,Apartamento,5629032.0
5265,11.015,-74.824,Atlántico,Barranquilla,1.0,1.0,53.0,53.0,170000000.0,Apartamento,3207547.0
5266,6.281,-75.604,Antioquia,Medellín,2.0,2.0,84.0,56.0,115000000.0,Apartamento,1369047.0
5267,7.133,-73.115,Santander,Bucaramanga,3.0,2.0,80.0,80.0,180000000.0,Casa,2250000.0
5268,3.358,-76.538,Valle del Cauca,Cali,3.0,5.0,148.0,139.0,780988000.0,Apartamento,5276945.0
5269,3.382,-76.537,Valle del Cauca,Cali,3.0,2.0,70.0,70.0,242000000.0,Apartamento,3457142.0
5270,6.275,-75.584,Antioquia,Medellín,3.0,2.0,83.0,83.0,295000000.0,Apartamento,3554216.0
5271,10.979,-74.813,Atlántico,Barranquilla,3.0,2.0,70.0,70.0,160000000.0,Apartamento,2285714.0
5272,11.015,-74.825,Atlántico,Barranquilla,3.0,2.0,105.0,105.0,364000000.0,Apartamento,3466666.0
5274,3.402,-76.506,Valle del Cauca,Cali,4.0,3.0,116.0,116.0,190000000.0,Apartamento,1637931.0
5275,3.371,-76.513,Valle del Cauca,Cali,2.0,1.0,60.0,60.0,150000000.0,Apartamento,2500000.0
5276,3.378,-76.56,Valle del Cauca,Cali,2.0,1.0,48.0,48.0,82000000.0,Apartamento,1708333.0
5277,10.983,-74.83,Atlántico,Barranquilla,2.0,2.0,146.0,146.0,670000000.0,Apartamento,4589041.0
5278,3.386,-76.518,Valle del Cauca,Cali,3.0,2.0,61.0,151.0,140000000.0,Casa,2295081.0
5279,3.473,-76.486,Valle del Cauca,Cali,3.0,2.0,46.0,92.0,149999000.0,Casa,3260847.0
5281,3.459,-76.466,Valle del Cauca,Palmira,3.0,2.0,60.0,120.0,210000000.0,Casa,3500000.0
5282,3.275,-76.512,Valle del Cauca,Jamundí,3.0,3.0,140.0,113.0,293000000.0,Casa,2092857.0
5284,10.989,-74.804,Atlántico,Barranquilla,3.0,3.0,106.0,106.0,290000000.0,Casa,2735849.0
5286,3.466,-76.487,Valle del Cauca,Cali,3.0,2.0,60.0,60.0,115000000.0,Apartamento,1916666.0
5287,3.432,-76.507,Valle del Cauca,Cali,3.0,2.0,78.0,78.0,238000000.0,Apartamento,3051282.0
5288,6.338,-75.541,Antioquia,Bello,3.0,2.0,67.0,67.0,248000000.0,Apartamento,3701492.0
5289,6.173,-75.581,Antioquia,Envigado,3.0,2.0,110.0,110.0,283000000.0,Apartamento,2572727.0
5290,3.261,-76.545,Valle del Cauca,Jamundí,3.0,4.0,110.0,110.0,320000000.0,Apartamento,2909090.0
5291,7.117,-73.129,Santander,Bucaramanga,3.0,2.0,90.0,90.0,200000000.0,Apartamento,2222222.0
5292,11.006,-74.816,Atlántico,Barranquilla,3.0,5.0,147.0,147.0,750000000.0,Apartamento,5102040.0
5293,11.008,-74.838,Atlántico,Barranquilla,3.0,2.0,76.0,76.0,240000000.0,Apartamento,3157894.0
5294,10.999,-74.795,Atlántico,Barranquilla,3.0,2.0,90.0,90.0,260000000.0,Apartamento,2888888.0
5295,11.008,-74.829,Atlántico,Barranquilla,3.0,2.0,83.0,83.0,170000000.0,Apartamento,2048192.0
5296,3.404,-76.542,Valle del Cauca,Cali,4.0,4.0,223.0,157.0,400000000.0,Casa,1793721.0
5297,3.246,-76.515,Valle del Cauca,Cali,4.0,1.0,51.0,65.0,60000000.0,Casa,1176470.0
5298,3.406,-76.552,Valle del Cauca,Cali,4.0,3.0,172.0,300.0,430000000.0,Casa,2500000.0
5299,4.53,-75.688,Quindío,Armenia,4.0,2.0,150.0,140.0,150000000.0,Casa,1000000.0
5300,3.261,-76.545,Valle del Cauca,Jamundí,4.0,5.0,530.0,200.0,645000000.0,Casa,1216981.0
5301,7.117,-73.129,Santander,Bucaramanga,4.0,2.0,100.0,100.0,240000000.0,Casa,2400000.0
5302,7.909,-72.511,Norte de Santander,Villa del Rosario,4.0,5.0,344.0,270.0,650000000.0,Casa,1889534.0
5303,6.167,-75.589,Antioquia,Envigado,4.0,3.0,96.0,96.0,300000000.0,Apartamento,3125000.0
5304,11.009,-74.833,Atlántico,Barranquilla,4.0,2.0,117.0,117.0,380000000.0,Apartamento,3247863.0
5305,10.934,-74.818,Atlántico,Barranquilla,6.0,6.0,440.0,440.0,750000000.0,Casa,1704545.0
5306,3.411,-76.524,Valle del Cauca,Cali,8.0,4.0,168.0,330.0,240000000.0,Casa,1428571.0
5307,6.207,-75.599,Antioquia,Medellín,2.0,3.0,67.0,67.0,192000000.0,Casa,2865671.0
5308,6.222,-75.607,Antioquia,Medellín,3.0,3.0,152.0,152.0,330000000.0,Casa,2171052.0
5309,6.26,-75.585,Antioquia,Medellín,3.0,2.0,90.0,90.0,280000000.0,Apartamento,3111111.0
5310,4.552,-74.083,Cundinamarca,Bogotá D.C,2.0,2.0,45.0,45.0,125000000.0,Apartamento,2777777.0
5311,4.699,-74.037,Cundinamarca,Bogotá D.C,1.0,1.0,60.0,60.0,328000000.0,Apartamento,5466666.0
5312,4.727,-74.039,Cundinamarca,Bogotá D.C,1.0,1.0,30.0,30.0,190000000.0,Apartamento,6333333.0
5313,4.696,-74.044,Cundinamarca,Bogotá D.C,3.0,3.0,124.0,124.0,990000000.0,Apartamento,7983870.0
5314,4.712,-74.051,Cundinamarca,Bogotá D.C,3.0,3.0,114.0,114.0,540000000.0,Apartamento,4736842.0
5315,4.703,-74.053,Cundinamarca,Bogotá D.C,3.0,4.0,144.0,144.0,850000000.0,Apartamento,5902777.0
5316,4.689,-74.051,Cundinamarca,Bogotá D.C,3.0,3.0,139.0,139.0,820000000.0,Apartamento,5899280.0
5318,4.695,-74.043,Cundinamarca,Bogotá D.C,3.0,3.0,77.0,77.0,515000000.0,Apartamento,6688311.0
5321,4.649,-74.055,Cundinamarca,Bogotá D.C,2.0,2.0,94.0,94.0,775000000.0,Apartamento,8244680.0
5322,4.628,-74.066,Cundinamarca,Bogotá D.C,2.0,2.0,68.0,68.0,430000000.0,Apartamento,6323529.0
5325,4.691,-74.109,Cundinamarca,Bogotá D.C,2.0,2.0,56.0,56.0,190000000.0,Apartamento,3392857.0
5326,4.672,-74.112,Cundinamarca,Bogotá D.C,3.0,3.0,280.0,208.0,725000000.0,Casa,2589285.0
5327,4.678,-74.147,Cundinamarca,Bogotá D.C,5.0,3.0,151.0,151.0,337000000.0,Casa,2231788.0
5328,4.669,-74.147,Cundinamarca,Bogotá D.C,9.0,3.0,228.0,228.0,500000000.0,Casa,2192982.0
5329,4.748,-74.107,Cundinamarca,Bogotá D.C,3.0,2.0,85.0,85.0,240000000.0,Casa,2823529.0
5330,4.754,-74.061,Cundinamarca,Bogotá D.C,3.0,3.0,86.0,86.0,330000000.0,Casa,3837209.0
5331,4.719,-74.077,Cundinamarca,Bogotá D.C,3.0,2.0,100.0,107.0,655000000.0,Apartamento,6550000.0
5332,4.747,-74.114,Cundinamarca,Bogotá D.C,4.0,3.0,54.0,150.0,270000000.0,Casa,5000000.0
5333,4.735,-74.102,Cundinamarca,Bogotá D.C,4.0,2.0,30.0,60.0,170000000.0,Casa,5666666.0
5334,4.723,-74.084,Cundinamarca,Bogotá D.C,4.0,2.0,84.0,210.0,220000000.0,Casa,2619047.0
5336,4.747,-74.081,Cundinamarca,Bogotá D.C,5.0,3.0,72.0,178.0,175000000.0,Casa,2430555.0
5337,4.744,-74.104,Cundinamarca,Bogotá D.C,5.0,3.0,36.0,128.0,220000000.0,Casa,6111111.0
5338,4.753,-74.087,Cundinamarca,Bogotá D.C,5.0,2.0,76.0,150.0,240000000.0,Casa,3157894.0
5339,4.75,-74.121,Cundinamarca,Bogotá D.C,6.0,3.0,60.0,175.0,220000000.0,Casa,3666666.0
5340,4.742,-74.103,Cundinamarca,Bogotá D.C,6.0,3.0,54.0,160.0,260000000.0,Casa,4814814.0
5341,4.748,-74.12,Cundinamarca,Bogotá D.C,8.0,4.0,60.0,180.0,250000000.0,Casa,4166666.0
5342,4.752,-74.123,Cundinamarca,Bogotá D.C,10.0,5.0,60.0,215.0,280000000.0,Casa,4666666.0
5343,4.731,-74.107,Cundinamarca,Bogotá D.C,10.0,5.0,60.0,192.0,260000000.0,Casa,4333333.0
5344,4.723,-74.097,Cundinamarca,Bogotá D.C,11.0,6.0,72.0,210.0,260000000.0,Casa,3611111.0
5345,6.26,-75.594,Antioquia,Medellín,1.0,1.0,30.0,30.0,165000000.0,Apartamento,5500000.0
5346,4.538,-75.673,Quindío,Armenia,2.0,1.0,45.0,45.0,90000000.0,Apartamento,2000000.0
5347,10.992,-74.819,Atlántico,Barranquilla,2.0,2.0,93.0,93.0,280000000.0,Casa,3010752.0
5348,3.467,-76.52,Valle del Cauca,Cali,2.0,2.0,60.0,60.0,230000000.0,Apartamento,3833333.0
5349,3.364,-76.524,Valle del Cauca,Cali,2.0,2.0,89.0,89.0,300000000.0,Apartamento,3370786.0
5350,6.243,-75.58,Antioquia,Medellín,2.0,2.0,178.0,178.0,430000000.0,Apartamento,2415730.0
5351,6.271,-75.593,Antioquia,Medellín,2.0,2.0,50.0,50.0,249000000.0,Apartamento,4980000.0
5352,4.692,-74.095,Cundinamarca,Bogotá D.C,2.0,2.0,53.0,53.0,278400000.0,Apartamento,5252830.0
5353,4.692,-74.095,Cundinamarca,Bogotá D.C,2.0,2.0,53.0,53.0,274400000.0,Apartamento,5177358.0
5354,4.692,-74.095,Cundinamarca,Bogotá D.C,2.0,2.0,53.0,53.0,280400000.0,Apartamento,5290566.0
5355,4.692,-74.095,Cundinamarca,Bogotá D.C,2.0,2.0,53.0,53.0,276400000.0,Apartamento,5215094.0
5356,6.24,-75.565,Antioquia,Medellín,2.0,3.0,120.0,120.0,500000000.0,Apartamento,4166666.0
5357,6.219,-75.569,Antioquia,Medellín,2.0,3.0,90.0,90.0,500000000.0,Apartamento,5555555.0
5358,4.53,-75.688,Quindío,Armenia,3.0,1.0,45.0,45.0,78000000.0,Apartamento,1733333.0
5359,7.891,-72.505,Norte de Santander,Los Patios,3.0,2.0,108.0,121.0,180000000.0,Casa,1666666.0
5360,10.98,-74.819,Atlántico,Barranquilla,3.0,2.0,100.0,100.0,200000000.0,Casa,2000000.0
5361,3.488,-76.515,Valle del Cauca,Cali,3.0,2.0,85.0,85.0,325000000.0,Apartamento,3823529.0
5362,6.173,-75.591,Antioquia,Envigado,3.0,2.0,115.0,115.0,420000000.0,Apartamento,3652173.0
5363,6.217,-75.602,Antioquia,Medellín,3.0,2.0,83.0,83.0,360000000.0,Apartamento,4337349.0
5364,6.242,-75.594,Antioquia,Medellín,3.0,2.0,137.0,137.0,450000000.0,Apartamento,3284671.0
5365,6.238,-75.571,Antioquia,Medellín,3.0,2.0,79.0,79.0,390000000.0,Apartamento,4936708.0
5366,4.69,-74.043,Cundinamarca,Bogotá D.C,3.0,2.0,199.0,199.0,560000000.0,Apartamento,2814070.0
5367,10.98,-74.816,Atlántico,Barranquilla,3.0,2.0,78.0,78.0,250000000.0,Apartamento,3205128.0
5368,11.005,-74.823,Atlántico,Barranquilla,3.0,2.0,65.0,65.0,118500000.0,Apartamento,1823076.0
5369,3.363,-76.537,Valle del Cauca,Cali,3.0,3.0,155.0,155.0,450000000.0,Casa,2903225.0
5370,4.799,-75.689,Risaralda,Pereira,3.0,3.0,115.0,115.0,510000000.0,Apartamento,4434782.0
5371,6.179,-75.572,Antioquia,Envigado,3.0,3.0,146.0,146.0,675000000.0,Apartamento,4623287.0
5372,6.179,-75.572,Antioquia,Envigado,3.0,3.0,127.0,127.0,600000000.0,Apartamento,4724409.0
5373,6.212,-75.559,Antioquia,Medellín,3.0,3.0,123.0,123.0,450000000.0,Apartamento,3658536.0
5374,4.695,-74.043,Cundinamarca,Bogotá D.C,3.0,3.0,43.0,143.0,620000000.0,Apartamento,14418604.0
5375,4.789,-75.733,Risaralda,Pereira,3.0,4.0,97.0,97.0,210000000.0,Casa,2164948.0
5376,3.428,-76.547,Valle del Cauca,Cali,3.0,4.0,145.0,145.0,630000000.0,Apartamento,4344827.0
5377,6.163,-75.579,Antioquia,Envigado,3.0,4.0,101.0,101.0,375000000.0,Apartamento,3712871.0
5379,4.452,-75.244,Tolima,Ibagué,4.0,2.0,72.0,116.0,120000000.0,Casa,1666666.0
5380,4.54,-75.672,Quindío,Armenia,4.0,3.0,84.0,84.0,160000000.0,Apartamento,1904761.0
5381,4.694,-74.08,Cundinamarca,Bogotá D.C,4.0,3.0,104.0,104.0,598000000.0,Apartamento,5750000.0
5382,6.212,-75.559,Antioquia,Medellín,4.0,4.0,330.0,330.0,980000000.0,Casa,2969696.0
5384,3.449,-76.554,Valle del Cauca,Cali,4.0,5.0,260.0,260.0,470000000.0,Apartamento,1807692.0
5385,3.349,-76.548,Valle del Cauca,Cali,4.0,6.0,289.0,261.0,830000000.0,Casa,2871972.0
5387,6.338,-75.562,Antioquia,Bello,3.0,1.0,60.0,60.0,180000000.0,Casa,3000000.0
5388,3.382,-76.522,Valle del Cauca,Cali,2.0,1.0,50.0,50.0,95000000.0,Apartamento,1900000.0
5389,6.26,-75.594,Antioquia,Medellín,1.0,1.0,33.0,33.0,155000000.0,Apartamento,4696969.0
5390,7.137,-73.125,Santander,Bucaramanga,1.0,1.0,40.0,40.0,120000000.0,Apartamento,3000000.0
5391,11.003,-74.821,Atlántico,Barranquilla,1.0,1.0,41.0,41.0,158000000.0,Apartamento,3853658.0
5392,3.475,-76.489,Valle del Cauca,Cali,6.0,2.0,75.0,130.0,199000000.0,Casa,2653333.0
5393,10.98,-74.798,Atlántico,Barranquilla,3.0,2.0,160.0,160.0,395000000.0,Casa,2468750.0
5394,3.371,-76.52,Valle del Cauca,Cali,3.0,2.0,55.0,55.0,165000000.0,Apartamento,3000000.0
5395,3.414,-76.556,Valle del Cauca,Cali,2.0,2.0,60.0,60.0,125000000.0,Apartamento,2083333.0
5396,3.44,-76.525,Valle del Cauca,Cali,3.0,2.0,76.0,76.0,190000000.0,Apartamento,2500000.0
5397,3.371,-76.518,Valle del Cauca,Cali,2.0,2.0,59.0,59.0,145000000.0,Apartamento,2457627.0
5398,3.361,-76.517,Valle del Cauca,Cali,3.0,2.0,65.0,72.0,235000000.0,Apartamento,3615384.0
5399,6.161,-75.597,Antioquia,Envigado,3.0,2.0,65.0,65.0,320000000.0,Apartamento,4923076.0
5400,3.258,-76.554,Valle del Cauca,Jamundí,3.0,2.0,57.0,57.0,149000000.0,Apartamento,2614035.0
5401,4.724,-74.041,Cundinamarca,Bogotá D.C,2.0,2.0,70.0,70.0,370000000.0,Apartamento,5285714.0
5402,4.692,-74.047,Cundinamarca,Bogotá D.C,2.0,2.0,82.0,82.0,664985446.0,Apartamento,8109578.0
